datetime_utc,storm_date,storm_label,storm_desc,bou_X_nT,bou_Y_nT,bou_Z_nT,bou_F_nT,kbr_range_m,kbr_range_rate_ms,kbr_range_accl_ms2
2003-10-29 00:00:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20590.780,3715.380,49378.100,53627.500,551195.1067,-0.96079139,-0.0026751490
2003-10-29 00:01:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.440,3715.860,49378.000,53628.600,551132.6534,-1.12071900,-0.0026481906
2003-10-29 00:02:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20595.890,3716.920,49378.000,53629.800,551060.6843,-1.27744878,-0.0025696005
2003-10-29 00:03:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.660,3716.800,49378.400,53631.100,550979.4600,-1.42930979,-0.0024972649
2003-10-29 00:04:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.300,3717.460,49378.300,53632.100,550889.2466,-1.57708748,-0.0024254055
2003-10-29 00:05:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.440,3715.010,49379.700,53633.400,550790.3066,-1.72000351,-0.0023342350
2003-10-29 00:06:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.070,3712.030,49379.300,53632.900,550682.9745,-1.85649507,-0.0022108960
2003-10-29 00:07:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.560,3713.170,49378.900,53632.600,550567.6859,-1.98509243,-0.0020741884
2003-10-29 00:08:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.690,3712.840,49379.000,53632.100,550444.9349,-2.10510074,-0.0019236441
2003-10-29 00:09:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20599.740,3710.810,49379.300,53631.500,550315.2620,-2.21571112,-0.0017620674
2003-10-29 00:10:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20596.890,3709.680,49379.100,53630.400,550179.2466,-2.31647543,-0.0015954351
2003-10-29 00:11:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20596.490,3710.220,49378.300,53629.300,550037.4944,-2.40673887,-0.0014097154
2003-10-29 00:12:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.440,3709.670,49378.800,53628.600,549890.6713,-2.48535842,-0.0012093931
2003-10-29 00:13:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.800,3709.020,49378.300,53627.000,549739.4962,-2.55172778,-0.0010008368
2003-10-29 00:14:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.120,3706.800,49378.500,53630.700,549584.7227,-2.60517189,-0.0007793620
2003-10-29 00:15:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.560,3705.490,49377.700,53631.700,549427.1473,-2.64499628,-0.0005445241
2003-10-29 00:16:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.670,3705.330,49378.200,53631.600,549267.6149,-2.67029995,-0.0003002658
2003-10-29 00:17:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.890,3703.070,49378.800,53632.600,549106.9966,-2.68133560,-0.0000686612
2003-10-29 00:18:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20606.410,3700.250,49378.600,53632.800,548946.1342,-2.67833766,0.0001719287
2003-10-29 00:19:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20607.020,3699.120,49378.200,53632.400,548785.8956,-2.66040101,0.0004260299
2003-10-29 00:20:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.730,3700.570,49377.700,53631.200,548627.1869,-2.62745651,0.0006697208
2003-10-29 00:21:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.850,3700.850,49378.000,53630.800,548470.8873,-2.58015334,0.0009077140
2003-10-29 00:22:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.170,3701.170,49378.100,53630.200,548317.8567,-2.51845825,0.0011478377
2003-10-29 00:23:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.600,3701.320,49378.200,53629.400,548168.9555,-2.44259391,0.0013805055
2003-10-29 00:24:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20599.080,3702.030,49378.100,53629.600,548025.0240,-2.35281299,0.0016109263
2003-10-29 00:25:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.240,3703.470,49377.900,53630.100,547886.8876,-2.24956449,0.0018277569
2003-10-29 00:26:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.600,3704.960,49378.200,53631.100,547755.3231,-2.13401367,0.0020181679
2003-10-29 00:27:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.580,3704.690,49378.600,53632.200,547631.0175,-2.00779880,0.0021898777
2003-10-29 00:28:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.070,3704.780,49378.800,53632.300,547514.6004,-1.87094405,0.0023713983
2003-10-29 00:29:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.760,3704.910,49378.800,53632.800,547406.7110,-1.72382027,0.0025267238
2003-10-29 00:30:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.070,3704.780,49379.200,53632.800,547307.9090,-1.56830897,0.0026544237
2003-10-29 00:31:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.990,3704.590,49379.200,53632.300,547218.6656,-1.40515032,0.0027862030
2003-10-29 00:32:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.800,3703.930,49379.400,53632.300,547139.4504,-1.23411203,0.0029092698
2003-10-29 00:33:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.090,3703.550,49379.100,53632.600,547070.6897,-1.05722359,0.0029799736
2003-10-29 00:34:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.280,3703.140,49379.300,53633.100,547012.6597,-0.87641281,0.0030483301
2003-10-29 00:35:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.400,3702.990,49379.000,53632.500,546965.5949,-0.69197312,0.0030924758
2003-10-29 00:36:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.240,3701.980,49379.500,53631.900,546929.6536,-0.50592462,0.0031080553
2003-10-29 00:37:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.390,3700.410,49379.500,53631.200,546904.9034,-0.31891896,0.0031234554
2003-10-29 00:38:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.720,3699.490,49379.300,53630.400,546891.3863,-0.13181681,0.0031072756
2003-10-29 00:39:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20596.850,3699.160,49379.000,53629.200,546889.0498,0.05356121,0.0030698086
2003-10-29 00:40:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20596.470,3698.470,49379.000,53629.200,546897.7586,0.23615998,0.0030127300
2003-10-29 00:41:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.560,3698.050,49378.700,53629.200,546917.3070,0.41468172,0.0029357156
2003-10-29 00:42:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.630,3699.910,49378.400,53629.100,546947.4231,0.58837719,0.0028547404
2003-10-29 00:43:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.130,3700.440,49378.900,53629.200,546987.8141,0.75710653,0.0027661940
2003-10-29 00:44:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20594.860,3700.650,49379.100,53628.600,547038.1576,0.91993859,0.0026592257
2003-10-29 00:45:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20594.160,3701.140,49378.900,53628.300,547098.0706,1.07596630,0.0025395159
2003-10-29 00:46:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.150,3702.820,49379.000,53628.100,547167.1218,1.22440802,0.0024064382
2003-10-29 00:47:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20591.450,3704.370,49379.100,53627.600,547244.8333,1.36455051,0.0022641354
2003-10-29 00:48:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.640,3706.510,49379.400,53627.300,547330.6949,1.49604626,0.0021184242
2003-10-29 00:49:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20588.930,3707.620,49379.400,53627.400,547424.1807,1.61862244,0.0019656554
2003-10-29 00:50:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20588.420,3708.770,49379.700,53627.400,547524.7395,1.73170434,0.0018026366
2003-10-29 00:51:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.720,3709.260,49379.800,53627.100,547631.7876,1.83491770,0.0016378409
2003-10-29 00:52:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.510,3710.460,49379.800,53627.400,547744.7312,1.92819602,0.0014706305
2003-10-29 00:53:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.410,3710.440,49380.000,53627.400,547862.9670,2.01126266,0.0012973239
2003-10-29 00:54:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.600,3710.480,49380.000,53627.700,547985.8732,2.08388013,0.0011240327
2003-10-29 00:55:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.910,3709.910,49380.000,53627.500,548112.8270,2.14621308,0.0009539833
2003-10-29 00:56:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20588.220,3708.730,49380.100,53627.600,548243.2159,2.19841298,0.0007870064
2003-10-29 00:57:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.230,3707.680,49379.800,53627.700,548376.4405,2.24081362,0.0006277563
2003-10-29 00:58:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.630,3707.130,49379.600,53627.600,548511.9272,2.27388818,0.0004754019
2003-10-29 00:59:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.540,3706.500,49379.500,53627.600,548649.1255,2.29787044,0.0003238389
2003-10-29 01:00:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.440,3706.480,49379.300,53627.200,548787.4903,2.31280416,0.0001754570
2003-10-29 01:01:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20588.750,3706.360,49379.200,53626.800,548926.4893,2.31908431,0.0000339225
2003-10-29 01:02:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20586.470,3707.180,49379.200,53626.000,549065.6094,2.31681924,-0.0001093446
2003-10-29 01:03:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20585.670,3707.660,49379.300,53625.800,549204.3377,2.30607841,-0.0002471706
2003-10-29 01:04:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20586.270,3707.150,49379.300,53626.100,549342.1790,2.28734787,-0.0003753760
2003-10-29 01:05:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20587.860,3706.810,49379.100,53626.500,549478.6730,2.26129892,-0.0004908991
2003-10-29 01:06:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20589.930,3706.570,49379.000,53627.300,549613.4008,2.22850448,-0.0006035785
2003-10-29 01:07:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20590.930,3706.130,49378.900,53627.400,549745.9521,2.18865070,-0.0007250599
2003-10-29 01:08:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20591.420,3706.220,49378.900,53627.500,549875.8968,2.14171507,-0.0008380115
2003-10-29 01:09:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20591.410,3706.830,49378.800,53627.600,550002.8240,2.08805826,-0.0009511356
2003-10-29 01:10:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20592.500,3706.410,49378.800,53628.000,550126.3279,2.02762575,-0.0010622412
2003-10-29 01:11:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.680,3706.620,49378.600,53628.300,550246.0094,1.96069393,-0.0011690560
2003-10-29 01:12:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20594.680,3706.180,49378.600,53628.700,550361.4798,1.88720784,-0.0012792491
2003-10-29 01:13:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20595.970,3705.800,49378.500,53629.000,550472.3534,1.80771259,-0.0013661310
2003-10-29 01:14:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.360,3704.810,49378.400,53629.400,550578.3140,1.72361032,-0.0014361462
2003-10-29 01:15:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.870,3703.670,49378.200,53629.400,550679.1033,1.63530249,-0.0015096755
2003-10-29 01:16:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20597.100,3702.910,49378.100,53628.800,550774.4513,1.54203887,-0.0016019697
2003-10-29 01:17:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20596.120,3702.110,49378.000,53628.300,550864.0308,1.44294672,-0.0017015329
2003-10-29 01:18:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20595.830,3702.060,49377.800,53628.000,550947.4831,1.33775997,-0.0018050927
2003-10-29 01:19:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20595.720,3702.660,49377.700,53627.900,551024.4404,1.22655518,-0.0018980206
2003-10-29 01:20:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20594.730,3702.490,49377.700,53627.500,551094.5680,1.11018939,-0.0019825451
2003-10-29 01:21:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.330,3704.090,49377.600,53627.000,551157.5557,0.98849359,-0.0020727613
2003-10-29 01:22:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20592.050,3703.860,49377.900,53626.800,551213.0838,0.86162307,-0.0021544798
2003-10-29 01:23:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20590.750,3704.860,49377.900,53626.400,551260.8618,0.73031648,-0.0022212758
2003-10-29 01:24:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20590.630,3706.080,49378.000,53626.500,551300.6421,0.59501938,-0.0022887044
2003-10-29 01:25:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20591.420,3706.220,49378.300,53627.100,551332.1813,0.45555776,-0.0023613940
2003-10-29 01:26:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20593.880,3706.660,49378.400,53628.300,551355.2212,0.31175975,-0.0024289858
2003-10-29 01:27:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.010,3705.910,49378.100,53630.200,551369.5213,0.16437735,-0.0024827741
2003-10-29 01:28:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.350,3708.620,49377.700,53630.500,551374.8828,0.01379967,-0.0025362487
2003-10-29 01:29:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.440,3709.260,49378.600,53631.500,551371.1176,-0.13972657,-0.0025784963
2003-10-29 01:30:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.760,3708.520,49378.900,53631.300,551358.0721,-0.29547026,-0.0026131791
2003-10-29 01:31:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.560,3708.040,49378.700,53631.500,551335.6217,-0.45311463,-0.0026367813
2003-10-29 01:32:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.250,3708.170,49378.500,53631.400,551303.6815,-0.61178445,-0.0026608247
2003-10-29 01:33:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.350,3708.620,49378.200,53631.000,551262.1527,-0.77290326,-0.0026965922
2003-10-29 01:34:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.720,3709.930,49378.100,53631.200,551210.9522,-0.93316938,-0.0026391785
2003-10-29 01:35:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20602.110,3710.620,49378.200,53631.400,551150.2375,-1.09034610,-0.0026068854
2003-10-29 01:36:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.800,3709.680,49378.600,53632.200,551080.1403,-1.24587439,-0.0025717828
2003-10-29 01:37:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.390,3709.790,49378.100,53632.000,551000.7917,-1.39850215,-0.0025141664
2003-10-29 01:38:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.600,3709.650,49378.200,53631.900,550912.3963,-1.54728984,-0.0024417437
2003-10-29 01:39:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.210,3709.580,49378.100,53631.600,550815.2171,-1.69107977,-0.0023482794
2003-10-29 01:40:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.010,3709.100,49378.100,53631.900,550709.5893,-1.82874338,-0.0022376811
2003-10-29 01:41:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.300,3709.160,49377.900,53631.900,550595.9119,-1.95918880,-0.0021063439
2003-10-29 01:42:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.210,3709.140,49377.800,53631.800,550474.6570,-2.08116083,-0.0019587142
2003-10-29 01:43:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.010,3708.050,49378.000,53632.100,550346.3514,-2.19416606,-0.0018055110
2003-10-29 01:44:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.200,3708.700,49377.700,53632.100,550211.5546,-2.29727552,-0.0016274537
2003-10-29 01:45:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.820,3707.390,49377.900,53631.900,550070.9007,-2.38932774,-0.0014411936
2003-10-29 01:46:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.720,3707.380,49377.900,53631.900,549925.0631,-2.46991480,-0.0012402818
2003-10-29 01:47:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.640,3706.740,49377.900,53631.800,549774.7644,-2.53790623,-0.0010269884
2003-10-29 01:48:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.660,3705.950,49377.800,53631.200,549620.7670,-2.59322453,-0.0008147039
2003-10-29 01:49:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.170,3705.860,49377.600,53630.800,549463.8429,-2.63529826,-0.0005874795
2003-10-29 01:50:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.670,3706.830,49377.300,53630.000,549304.8012,-2.66387083,-0.0003644605
2003-10-29 01:51:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.670,3707.880,49377.300,53629.700,549144.4550,-2.67855152,-0.0001195908
2003-10-29 01:52:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20599.470,3708.900,49377.300,53629.400,548983.6821,-2.67796553,0.0001379116
2003-10-29 01:53:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.770,3709.400,49377.300,53629.100,548823.4017,-2.66225654,0.0003838606
2003-10-29 01:54:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.260,3710.540,49377.300,53629.100,548664.5025,-2.63195687,0.0006264613
2003-10-29 01:55:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.140,3711.760,49377.400,53629.200,548507.8568,-2.58718978,0.0008642873
2003-10-29 01:56:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.620,3713.080,49377.500,53629.300,548354.3224,-2.52826150,0.0011002964
2003-10-29 01:57:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.600,3714.310,49377.400,53629.500,548204.7475,-2.45524636,0.0013327810
2003-10-29 01:58:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20598.190,3715.480,49377.700,53629.700,548059.9706,-2.36834424,0.0015630084
2003-10-29 01:59:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20599.080,3715.020,49377.900,53630.200,547920.8162,-2.26795331,0.0017812002
2003-10-29 02:00:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20600.460,3715.270,49377.900,53630.800,547788.0718,-2.15477783,0.0019891560
2003-10-29 02:01:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.260,3714.180,49377.900,53630.900,547662.4801,-2.02978739,0.0021716085
2003-10-29 02:02:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.360,3714.190,49377.600,53630.700,547544.6978,-1.89474784,0.0023264544
2003-10-29 02:03:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20601.650,3714.860,49377.500,53630.900,547435.2924,-1.75051335,0.0024843759
2003-10-29 02:04:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.420,3715.180,49377.500,53631.600,547334.8276,-1.59683273,0.0026325189
2003-10-29 02:05:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.600,3715.400,49377.300,53631.900,547243.8328,-1.43507424,0.0027578065
2003-10-29 02:06:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20603.430,3714.570,49377.500,53631.300,547162.7635,-1.26606535,0.0028748491
2003-10-29 02:07:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20604.110,3715.310,49377.400,53632.000,547092.0350,-1.09067756,0.0029621822
2003-10-29 02:08:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20609.280,3713.140,49377.300,53633.500,547031.9636,-0.91104308,0.0030282004
2003-10-29 02:09:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20611.720,3714.820,49376.500,53633.800,546982.7910,-0.72748331,0.0030838818
2003-10-29 02:10:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20611.780,3716.690,49376.700,53634.100,546944.7117,-0.54154090,0.0031132135
2003-10-29 02:11:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20611.300,3715.990,49377.400,53634.500,546917.8393,-0.35398151,0.0031348414
2003-10-29 02:12:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20611.240,3713.500,49377.600,53634.600,546902.2398,-0.16615313,0.0031199122
2003-10-29 02:13:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20612.240,3713.060,49376.900,53634.000,546897.8646,0.01989799,0.0030787504
2003-10-29 02:14:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20611.300,3715.990,49376.000,53633.200,546904.5684,0.20300504,0.0030231530
2003-10-29 02:15:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20607.990,3719.720,49376.200,53632.200,546922.1531,0.38250298,0.0029581642
2003-10-29 02:16:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.830,3724.900,49376.500,53632.200,546950.3832,0.55772294,0.0028805457
2003-10-29 02:17:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20606.170,3728.060,49377.100,53633.200,546988.9795,0.72791590,0.0027897481
2003-10-29 02:18:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20606.550,3729.370,49377.600,53633.900,547037.6129,0.89210250,0.0026803160
2003-10-29 02:19:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20607.230,3730.110,49378.100,53634.600,547095.8921,1.04931495,0.0025581966
2003-10-29 02:20:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20606.120,3731.150,49378.500,53634.700,547163.3769,1.19884270,0.0024250095
2003-10-29 02:21:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.430,3731.640,49378.600,53634.500,547239.5915,1.34028598,0.0022887395
2003-10-29 02:22:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20605.500,3732.890,49378.600,53634.900,547324.0424,1.47329163,0.0021437022
2003-10-29 02:23:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20606.480,3733.690,49378.800,53635.300,547416.2093,1.59743328,0.0019929573
2003-10-29 02:24:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20607.560,3733.880,49378.900,53635.900,547515.5475,1.71222728,0.0018319277
2003-10-29 02:25:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20608.840,3734.110,49378.900,53636.300,547621.4789,1.81715386,0.0016654957
2003-10-29 02:26:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20609.100,3736.020,49378.600,53636.500,547733.4069,1.91213209,0.0015006144
2003-10-29 02:27:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20609.380,3737.310,49379.000,53637.000,547850.7366,1.99719451,0.0013342904
2003-10-29 02:28:00,2003-10-29,Halloween_D1,"X17.2 flare, Kp=9+, Dst=-353nT",20610.050,3738.670,49378.900,53637.000,547972.8686,2.07217431,0.0011643747
